vulnerability_id,vulnerability_aliases,affected_product,affected_subcomponent,status,status_notes,justification,impact_statement,action_statement
"CVE-2023-39325","","pkg:golang/github.com/opencontainers/runc","pkg:golang/golang.org/x/net@v0.8.0","not_affected","","vulnerable_code_not_present","Upstream confirmed that the affected code is not present in runc - https://github.com/opencontainers/runc/pull/4244 .",""
"CVE-2023-45142","","pkg:golang/github.com/kubernetes-sigs/cri-tools","pkg:golang/go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.35.1","not_affected","","vulnerable_code_not_present","Upstream confirmed that the affected code is not present in cri-tools - https://github.com/kubernetes-sigs/cri-tools/issues/1285 .",""
"CVE-2023-45142","","pkg:golang/k8s.io/kubernetes","pkg:golang/go.opentelemetry.io/contrib/instrumentation/github.com/emicklei/go-restful/otelrestful@v0.35.0","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/121338 .",""
"CVE-2023-45142","","pkg:golang/k8s.io/kubernetes","pkg:golang/go.opentelemetry.io/contrib/instrumentation/github.com/emicklei/go-restful/otelrestful@v0.42.0","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/121338 .",""
"CVE-2023-45142","","pkg:golang/k8s.io/kubernetes","pkg:golang/go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.35.1","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/121338 .",""
"CVE-2023-47108","","pkg:golang/github.com/containerd/containerd","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.45.0","not_affected","","vulnerable_code_not_in_execute_path","Manually confirmed after executing govulncheck against https://github.com/k3s-io/containerd/tree/v1.7.21-k3s2",""
"CVE-2023-47108","","pkg:golang/github.com/kubernetes-sigs/cri-tools","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.35.0","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in cri-tools - https://github.com/kubernetes-sigs/cri-tools/issues/1285 .",""
"CVE-2023-47108","","pkg:golang/github.com/kubernetes-sigs/cri-tools","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.42.0","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in cri-tools - https://github.com/kubernetes-sigs/cri-tools/issues/1285 .",""
"CVE-2023-47108","","pkg:golang/github.com/rancher/image-build-rke2-cloud-provider","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.45.0","not_affected","","vulnerable_code_not_in_execute_path","Manually confirmed after executing govulncheck against https://github.com/rancher/image-build-rke2-cloud-provider/tree/v1.30.4-build20240910",""
"CVE-2023-47108","","pkg:golang/github.com/rancher/image-build-rke2-cloud-provider","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.45.0","not_affected","","vulnerable_code_not_in_execute_path","Manually confirmed after executing govulncheck against https://github.com/rancher/image-build-rke2-cloud-provider/tree/v1.31.0-build20240910",""
"CVE-2023-47108","","pkg:golang/github.com/rancher/rke2","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.35.0","not_affected","","vulnerable_code_not_present","RKE2 imports this dependency from upstream Kubernetes which is not affected by this CVE - https://github.com/kubernetes/kubernetes/pull/121842 .",""
"CVE-2023-47108","","pkg:golang/github.com/rancher/rke2","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.45.0","not_affected","","vulnerable_code_not_in_execute_path","RKE2 imports this dependency from upstream Kubernetes which is not affected by this CVE - https://github.com/kubernetes/kubernetes/pull/121842 .",""
"CVE-2023-47108","","pkg:golang/github.com/rancher/webhook","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.35.0","not_affected","","vulnerable_code_not_in_execute_path","Webhook imports this dependency from upstream Kubernetes which is not affected by this CVE - https://github.com/kubernetes/kubernetes/pull/121842 .",""
"CVE-2023-47108","","pkg:golang/k8s.io/kubernetes","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.35.0","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/121842 .",""
"CVE-2023-47108","","pkg:golang/k8s.io/kubernetes","pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc@v0.42.0","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/121842 .",""
"CVE-2024-21626","","pkg:golang/k8s.io/kubernetes","pkg:golang/github.com/opencontainers/runc@v1.1.10","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/123060 .",""
"CVE-2024-21626","","pkg:golang/k8s.io/kubernetes","pkg:golang/github.com/opencontainers/runc@v1.1.6","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/123060 .",""
"CVE-2024-21626","","pkg:golang/k8s.io/kubernetes","pkg:golang/github.com/opencontainers/runc@v1.1.7","not_affected","","vulnerable_code_not_in_execute_path","Upstream confirmed that the affected code is not present in Kubernetes - https://github.com/kubernetes/kubernetes/pull/123060 .",""
"CVE-2024-41110","","pkg:golang/github.com/kubernetes-sigs/cri-tools","pkg:golang/github.com/docker/docker@v26.0.1+incompatible","not_affected","","vulnerable_code_not_in_execute_path","Manually confirmed after executing govulncheck against https://github.com/rancher/image-build-crictl/tree/v1.30.1-build20240910",""
"CVE-2024-41110","","pkg:golang/github.com/rancher/image-build-rke2-cloud-provider","pkg:golang/github.com/docker/docker@v25.0.5+incompatible","not_affected","","vulnerable_code_not_in_execute_path","Manually confirmed after executing govulncheck against https://github.com/rancher/image-build-rke2-cloud-provider/tree/v1.30.4-build20240910",""
"CVE-2024-41110","","pkg:golang/helm.sh/helm/v3","pkg:golang/github.com/docker/docker@v23.0.1+incompatible","not_affected","","vulnerable_code_not_in_execute_path","Please see upstream issue https://github.com/helm/helm/pull/13226",""
"CVE-2024-41110","","pkg:golang/helm.sh/helm/v3","pkg:golang/github.com/docker/docker@v24.0.7+incompatible","not_affected","","vulnerable_code_not_in_execute_path","Please see upstream issue https://github.com/helm/helm/pull/13226",""
"CVE-2024-41110","","pkg:golang/helm.sh/helm/v3","pkg:golang/github.com/docker/docker@v25.0.5+incompatible","not_affected","","vulnerable_code_not_in_execute_path","Please see upstream issue https://github.com/helm/helm/pull/13226",""
"GHSA-m425-mq94-257g","","pkg:golang/github.com/kubernetes-sigs/cri-tools","pkg:golang/google.golang.org/grpc@v1.51.0","not_affected","","vulnerable_code_not_present","Upstream confirmed that the affected code is not present in cri-tools - https://github.com/kubernetes-sigs/cri-tools/issues/1285 .",""
"GHSA-m425-mq94-257g","","pkg:golang/github.com/kubernetes-sigs/cri-tools","pkg:golang/google.golang.org/grpc@v1.54.0","not_affected","","vulnerable_code_not_present","Upstream confirmed that the affected code is not present in cri-tools - https://github.com/kubernetes-sigs/cri-tools/issues/1285 .",""
"GHSA-m425-mq94-257g","","pkg:golang/github.com/rancher/confd","pkg:golang/google.golang.org/grpc@v1.26.0","not_affected","","vulnerable_code_not_in_execute_path","Manually confirmed that the affected code is not present in rancher/confd .",""
"GHSA-m425-mq94-257g","","pkg:golang/helm.sh/helm/v3","pkg:golang/google.golang.org/grpc@v1.53.0","not_affected","","vulnerable_code_not_in_execute_path","govulncheck was manually executed and confirmed to be a false-positive",""
"GHSA-wm2r-rp98-8pmh","","pkg:golang/github.com/harvester/harvester","pkg:golang/github.com/rancher/rancher@v0.0.0-20240919204204-3da2ae0cabd1","not_affected","","vulnerable_code_not_present","The commit version of the dependency in use doesn't have the vulnerable code",""
"GO-2021-0053","CVE-2021-3121,GHSA-c3h9-896r-86jm","pkg:golang/github.com/rancher/local-path-provisioner","pkg:golang/github.com/gogo/protobuf@v1.3.1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0066","CVE-2020-8564,GHSA-8mjg-8c8g-6h85","pkg:golang/github.com/longhorn/longhorn-share-manager","pkg:golang/k8s.io/kubernetes@v1.18.19","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0072","CVE-2017-11468,GHSA-h62f-wm92-2cmw","pkg:golang/github.com/rancher/support-bundle-kit","pkg:golang/github.com/docker/distribution@v0.0.0-20191216044856-a8371794149d","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0113","CVE-2021-38561,GHSA-ppp9-7jff-5vj2","pkg:golang/github.com/harvester/harvester-cloud-provider","pkg:golang/golang.org/x/text@v0.3.4","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0113","CVE-2021-38561,GHSA-ppp9-7jff-5vj2","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/golang.org/x/text@v0.3.5","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0113","CVE-2021-38561,GHSA-ppp9-7jff-5vj2","pkg:golang/github.com/rancher/local-path-provisioner","pkg:golang/golang.org/x/text@v0.3.3","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0113","CVE-2021-38561,GHSA-ppp9-7jff-5vj2","pkg:golang/github.com/rancher/wharfie","pkg:golang/golang.org/x/text@v0.3.6","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0238","CVE-2021-33194,GHSA-83g2-8m93-v3w7","pkg:golang/github.com/harvester/harvester-cloud-provider","pkg:golang/golang.org/x/net@v0.0.0-20210405180319-a5a99cb37ef4","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0238","CVE-2021-33194,GHSA-83g2-8m93-v3w7","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/golang.org/x/net@v0.0.0-20210315170653-34ac3e1c2000","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0238","CVE-2021-33194,GHSA-83g2-8m93-v3w7","pkg:golang/github.com/rancher/local-path-provisioner","pkg:golang/golang.org/x/net@v0.0.0-20201021035429-f5854403a974","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0356","CVE-2022-27191,GHSA-8c26-wmh5-6g9v","pkg:golang/github.com/harvester/harvester-cloud-provider","pkg:golang/golang.org/x/crypto@v0.0.0-20210322153248-0c34fe9e7dc2","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0356","CVE-2022-27191,GHSA-8c26-wmh5-6g9v","pkg:golang/github.com/harvester/harvester-cloud-provider","pkg:golang/golang.org/x/crypto@v0.0.0-20211202192323-5770296d904e","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0356","CVE-2022-27191,GHSA-8c26-wmh5-6g9v","pkg:golang/github.com/harvester/webhook","pkg:golang/golang.org/x/crypto@v0.0.0-20220214200702-86341886e292","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0356","CVE-2022-27191,GHSA-8c26-wmh5-6g9v","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/golang.org/x/crypto@v0.0.0-20210921155107-089bfa567519","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2021-0356","CVE-2022-27191,GHSA-8c26-wmh5-6g9v","pkg:golang/github.com/rancher/local-path-provisioner","pkg:golang/golang.org/x/crypto@v0.0.0-20201216223049-8b5274cf687f","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0274","CVE-2021-43784,GHSA-v95c-p5hm-xq8f","pkg:golang/github.com/rancher/support-bundle-kit","pkg:golang/github.com/opencontainers/runc@v1.0.3","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0278","CVE-2021-43816,GHSA-mvff-h3cj-wj9c","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/github.com/containerd/containerd@v1.4.4","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0288","CVE-2021-44716,GHSA-vc3p-29h2-gpcp","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/golang.org/x/net@v0.0.0-20210315170653-34ac3e1c2000","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0288","CVE-2021-44716,GHSA-vc3p-29h2-gpcp","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/golang.org/x/net@v0.0.0-20210805182204-aaa1db679c0d","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0288","CVE-2021-44716,GHSA-vc3p-29h2-gpcp","pkg:golang/github.com/rancher/local-path-provisioner","pkg:golang/golang.org/x/net@v0.0.0-20201021035429-f5854403a974","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0288","CVE-2021-44716,GHSA-vc3p-29h2-gpcp","pkg:golang/github.com/rancher/wharfie","pkg:golang/golang.org/x/net@v0.0.0-20211111160137-58aab5ef257a","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0322","CVE-2022-21698,GHSA-cg3q-j54f-5p7p","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/github.com/prometheus/client_golang@v1.11.0","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0322","CVE-2022-21698,GHSA-cg3q-j54f-5p7p","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/github.com/prometheus/client_golang@v1.9.0","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0379","GHSA-qq97-vm5h-rrhg","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/github.com/docker/distribution@v2.7.1+incompatible","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0379","GHSA-qq97-vm5h-rrhg","pkg:golang/github.com/rancher/support-bundle-kit","pkg:golang/github.com/docker/distribution@v0.0.0-20191216044856-a8371794149d","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0379","GHSA-qq97-vm5h-rrhg","pkg:golang/github.com/rancher/wharfie","pkg:golang/github.com/docker/distribution@v2.7.1+incompatible","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/harvester/harvester-cloud-provider","pkg:golang/golang.org/x/sys@v0.0.0-20210521203332-0cec03c779c1","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/harvester/harvester-cloud-provider","pkg:golang/golang.org/x/sys@v0.0.0-20211013075003-97ac67df715c","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/harvester/webhook","pkg:golang/golang.org/x/sys@v0.0.0-20210831042530-f4d43177bf5e","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/longhorn/longhorn-share-manager","pkg:golang/golang.org/x/sys@v0.0.0-20201112073958-5cba982894dd","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/longhorn/longhorn-share-manager","pkg:golang/golang.org/x/sys@v0.0.0-20210831042530-f4d43177bf5e","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/golang.org/x/sys@v0.0.0-20210615035016-665e8c7367d1","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/golang.org/x/sys@v0.0.0-20211013075003-97ac67df715c","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/rancher/local-path-provisioner","pkg:golang/golang.org/x/sys@v0.0.0-20200930185726-fdedc70b468f","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0493","CVE-2022-29526,GHSA-p782-xgp4-8hr8","pkg:golang/github.com/rancher/wharfie","pkg:golang/golang.org/x/sys@v0.0.0-20211110154304-99a53858aa08","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0603","CVE-2022-28948,GHSA-hp87-p4gw-j4gq","pkg:golang/github.com/harvester/harvester-cloud-provider","pkg:golang/gopkg.in/yaml.v3@v3.0.0-20210107192922-496545a6307b","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0603","CVE-2022-28948,GHSA-hp87-p4gw-j4gq","pkg:golang/github.com/harvester/vm-import-controller","pkg:golang/gopkg.in/yaml.v3@v3.0.0-20210107192922-496545a6307b","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0603","CVE-2022-28948,GHSA-hp87-p4gw-j4gq","pkg:golang/github.com/harvester/webhook","pkg:golang/gopkg.in/yaml.v3@v3.0.0-20210107192922-496545a6307b","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0603","CVE-2022-28948,GHSA-hp87-p4gw-j4gq","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/gopkg.in/yaml.v3@v3.0.0-20210107192922-496545a6307b","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0603","CVE-2022-28948,GHSA-hp87-p4gw-j4gq","pkg:golang/github.com/rancher/local-path-provisioner","pkg:golang/gopkg.in/yaml.v3@v3.0.0-20210107192922-496545a6307b","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0603","CVE-2022-28948,GHSA-hp87-p4gw-j4gq","pkg:golang/github.com/rancher/support-bundle-kit","pkg:golang/gopkg.in/yaml.v3@v3.0.0-20200313102051-9f266ea9e77c","not_affected","","vulnerable_code_not_in_execute_path","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/harvester/docker-machine-driver-harvester","pkg:golang/k8s.io/kubernetes@v1.24.10","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/harvester/docker-machine-driver-harvester","pkg:golang/k8s.io/kubernetes@v1.30.3","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/harvester/harvester","pkg:golang/k8s.io/kubernetes@v1.26.13","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/harvester/harvester","pkg:golang/k8s.io/kubernetes@v1.30.3","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/harvester/pcidevices","pkg:golang/k8s.io/kubernetes@v1.23.14","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/harvester/pcidevices","pkg:golang/k8s.io/kubernetes@v1.25.1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/harvester/pcidevices","pkg:golang/k8s.io/kubernetes@v1.26.13","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/longhorn/longhorn-share-manager","pkg:golang/k8s.io/kubernetes@v1.18.19","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/longhorn/longhorn-share-manager","pkg:golang/k8s.io/kubernetes@v1.23.6","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/fleet","pkg:golang/k8s.io/kubernetes@v1.27.9","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/fleet","pkg:golang/k8s.io/kubernetes@v1.28.12","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/fleet","pkg:golang/k8s.io/kubernetes@v1.28.8","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/fleet","pkg:golang/k8s.io/kubernetes@v1.30.3","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/fleet","pkg:golang/k8s.io/kubernetes@v1.31.0","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/k8s.io/kubernetes@v1.21.0","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/k8s.io/kubernetes@v1.22.3","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/k8s.io/kubernetes@v1.25.11","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/k8s.io/kubernetes@v1.27.10","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/kube-api-auth","pkg:golang/k8s.io/kubernetes@v1.30.3","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/rancher","pkg:golang/k8s.io/kubernetes@v1.27.4","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/rancher","pkg:golang/k8s.io/kubernetes@v1.28.6","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
"GO-2022-0617","CVE-2020-8562,GHSA-qh36-44jv-c8xj","pkg:golang/github.com/rancher/rancher","pkg:golang/k8s.io/kubernetes@v1.30.1","not_affected","","vulnerable_code_not_present","Govulncheck determined that the vulnerable code isn't called",""
